
---------- Begin Simulation Statistics ----------
simSeconds                                   0.008821                       # Number of seconds simulated (Second)
simTicks                                   8820704000                       # Number of ticks simulated (Tick)
finalTick                                  8820704000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    152.93                       # Real time elapsed on the host (Second)
hostTickRate                                 57679209                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2309868                       # Number of bytes of host memory used (Byte)
simInsts                                     27867312                       # Number of instructions simulated (Count)
simOps                                       49232679                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   182226                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     321936                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        17641409                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              0.633050                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              1.579653                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       52921710                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                   71610                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      52220051                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                  7108                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             3760635                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          4393771                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                899                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           17503375                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              2.983428                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.483560                       # Number of insts issued each cycle (Count)
system.cpu0.dcache.SoftPFReq.avgMshrMissLatency::total 61758.161351                       # average SoftPFReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.WriteReq.hits::cpu0.data      4325252                       # number of WriteReq hits (Count)
system.cpu0.dcache.WriteReq.hits::total       4325252                       # number of WriteReq hits (Count)
system.cpu0.dcache.WriteReq.misses::cpu0.data        12750                       # number of WriteReq misses (Count)
system.cpu0.dcache.WriteReq.misses::total        12750                       # number of WriteReq misses (Count)
system.cpu0.dcache.WriteReq.missLatency::cpu0.data    787234497                       # number of WriteReq miss ticks (Tick)
system.cpu0.dcache.WriteReq.missLatency::total    787234497                       # number of WriteReq miss ticks (Tick)
system.cpu0.dcache.WriteReq.accesses::cpu0.data      4338002                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu0.dcache.WriteReq.accesses::total      4338002                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu0.dcache.WriteReq.missRate::cpu0.data     0.002939                       # miss rate for WriteReq accesses (Ratio)
system.cpu0.dcache.WriteReq.missRate::total     0.002939                       # miss rate for WriteReq accesses (Ratio)
system.cpu0.dcache.WriteReq.avgMissLatency::cpu0.data 61743.882118                       # average WriteReq miss latency ((Tick/Count))
system.cpu0.dcache.WriteReq.avgMissLatency::total 61743.882118                       # average WriteReq miss latency ((Tick/Count))
system.cpu0.dcache.WriteReq.mshrHits::cpu0.data            7                       # number of WriteReq MSHR hits (Count)
system.cpu0.dcache.WriteReq.mshrHits::total            7                       # number of WriteReq MSHR hits (Count)
system.cpu0.dcache.WriteReq.mshrMisses::cpu0.data        12743                       # number of WriteReq MSHR misses (Count)
system.cpu0.dcache.WriteReq.mshrMisses::total        12743                       # number of WriteReq MSHR misses (Count)
system.cpu0.dcache.WriteReq.mshrMissLatency::cpu0.data    774128997                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu0.dcache.WriteReq.mshrMissLatency::total    774128997                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu0.dcache.WriteReq.mshrMissRate::cpu0.data     0.002938                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu0.dcache.WriteReq.mshrMissRate::total     0.002938                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu0.dcache.WriteReq.avgMshrMissLatency::cpu0.data 60749.352350                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.WriteReq.avgMshrMissLatency::total 60749.352350                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.power_state.pwrStateResidencyTicks::UNDEFINED   8820704000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.dcache.tags.tagsInUse         1017.935758                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.dcache.tags.totalRefs            10198745                       # Total number of references to valid blocks. (Count)
system.cpu0.dcache.tags.sampledRefs             25735                       # Sample count of references to valid blocks. (Count)
system.cpu0.dcache.tags.avgRefs            396.298621                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.dcache.tags.warmupTick             150000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.dcache.tags.occupancies::cpu0.data  1017.935758                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.dcache.tags.avgOccs::cpu0.data     0.994078                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.dcache.tags.avgOccs::total       0.994078                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.dcache.tags.occupanciesTaskId::1024         1024                       # Occupied blocks per task id (Count)
system.cpu0.dcache.tags.ageTaskId_1024::0           79                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ageTaskId_1024::1          368                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ageTaskId_1024::2          577                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.dcache.tags.tagAccesses          20469785                       # Number of tag accesses (Count)
system.cpu0.dcache.tags.dataAccesses         20469785                       # Number of data accesses (Count)
system.cpu0.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   8820704000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.decode.idleCycles                 4952126                       # Number of cycles decode is idle (Cycle)
system.cpu0.decode.blockedCycles              3537525                       # Number of cycles decode is blocked (Cycle)
system.cpu0.decode.runCycles                  8585566                       # Number of cycles decode is running (Cycle)
system.cpu0.decode.unblockCycles               312367                       # Number of cycles decode is unblocking (Cycle)
system.cpu0.decode.squashCycles                115791                       # Number of cycles decode is squashing (Cycle)
system.cpu0.decode.branchResolved             2530761                       # Number of times decode resolved a branch (Count)
system.cpu0.decode.branchMispred                  817                       # Number of times decode detected a branch misprediction (Count)
system.cpu0.decode.decodedInsts              54429105                       # Number of instructions handled by decode (Count)
system.cpu0.decode.squashedInsts                 3853                       # Number of squashed instructions handled by decode (Count)
system.cpu0.dtb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu0.dtb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.dtb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu0.dtb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.dtb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dtb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dtb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu0.dtb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED   8820704000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.dtb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.dtb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu0.dtb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu0.dtb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.dtb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.dtb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu0.dtb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu0.dtb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   8820704000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.executeStats0.numInsts           51967694                       # Number of executed instructions (Count)
system.cpu0.executeStats0.numNop                    0                       # Number of nop insts executed (Count)
system.cpu0.executeStats0.numBranches         6252227                       # Number of branches executed (Count)
system.cpu0.executeStats0.numLoadInsts        7642046                       # Number of load instructions executed (Count)
system.cpu0.executeStats0.numStoreInsts       4466546                       # Number of stores executed (Count)
system.cpu0.executeStats0.instRate           2.945779                       # Inst execution rate ((Count/Cycle))
system.cpu0.executeStats0.numCCRegReads      25218408                       # Number of times the CC registers were read (Count)
system.cpu0.executeStats0.numCCRegWrites     15123552                       # Number of times the CC registers were written (Count)
system.cpu0.executeStats0.numFpRegReads       1073685                       # Number of times the floating registers were read (Count)
system.cpu0.executeStats0.numFpRegWrites       614918                       # Number of times the floating registers were written (Count)
system.cpu0.executeStats0.numIntRegReads     64516572                       # Number of times the integer registers were read (Count)
system.cpu0.executeStats0.numIntRegWrites     35630443                       # Number of times the integer registers were written (Count)
system.cpu0.executeStats0.numMemRefs         12108592                       # Number of memory refs (Count)
system.cpu0.executeStats0.numMiscRegReads     24474475                       # Number of times the Misc registers were read (Count)
system.cpu0.executeStats0.numMiscRegWrites           18                       # Number of times the Misc registers were written (Count)
system.cpu0.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu0.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu0.fetch.predictedBranches           3731356                       # Number of branches that fetch has predicted taken (Count)
system.cpu0.fetch.cycles                     12175621                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu0.fetch.squashCycles                 233176                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu0.fetch.miscStallCycles                 417                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu0.fetch.pendingTrapStallCycles         3037                       # Number of stall cycles due to pending traps (Cycle)
system.cpu0.fetch.icacheWaitRetryStallCycles           26                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu0.fetch.cacheLines                  5096354                       # Number of cache lines fetched (Count)
system.cpu0.fetch.icacheSquashes                48543                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu0.fetch.nisnDist::samples          17503375                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::mean             3.148391                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::stdev            3.422794                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::0                 8140701     46.51%     46.51% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::1                  346329      1.98%     48.49% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::2                  975743      5.57%     54.06% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::3                  925147      5.29%     59.35% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::4                  718210      4.10%     63.45% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::5                  653332      3.73%     67.18% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::6                  699581      4.00%     71.18% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::7                  657428      3.76%     74.94% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::8                 4386904     25.06%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::total            17503375                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetchStats0.numInsts             31521564                       # Number of instructions fetched (thread level) (Count)
system.cpu0.fetchStats0.numOps                      0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu0.fetchStats0.fetchRate            1.786794                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu0.fetchStats0.numBranches           6638872                       # Number of branches fetched (Count)
system.cpu0.fetchStats0.branchRate           0.376323                       # Number of branch fetches per cycle (Ratio)
system.cpu0.fetchStats0.icacheStallCycles      5207686                       # ICache total stall cycles (Cycle)
system.cpu0.fetchStats0.numFetchSuspends            0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu0.icache.demandHits::cpu0.inst      5093367                       # number of demand (read+write) hits (Count)
system.cpu0.icache.demandHits::total          5093367                       # number of demand (read+write) hits (Count)
system.cpu0.icache.overallHits::cpu0.inst      5093367                       # number of overall hits (Count)
system.cpu0.icache.overallHits::total         5093367                       # number of overall hits (Count)
system.cpu0.icache.demandMisses::cpu0.inst         2987                       # number of demand (read+write) misses (Count)
system.cpu0.icache.demandMisses::total           2987                       # number of demand (read+write) misses (Count)
system.cpu0.icache.overallMisses::cpu0.inst         2987                       # number of overall misses (Count)
system.cpu0.icache.overallMisses::total          2987                       # number of overall misses (Count)
system.cpu0.icache.demandMissLatency::cpu0.inst    181466000                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.demandMissLatency::total    181466000                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.overallMissLatency::cpu0.inst    181466000                       # number of overall miss ticks (Tick)
system.cpu0.icache.overallMissLatency::total    181466000                       # number of overall miss ticks (Tick)
system.cpu0.icache.demandAccesses::cpu0.inst      5096354                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.demandAccesses::total      5096354                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::cpu0.inst      5096354                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::total      5096354                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.demandMissRate::cpu0.inst     0.000586                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.demandMissRate::total     0.000586                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.overallMissRate::cpu0.inst     0.000586                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.overallMissRate::total     0.000586                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.demandAvgMissLatency::cpu0.inst 60751.925008                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.demandAvgMissLatency::total 60751.925008                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::cpu0.inst 60751.925008                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::total 60751.925008                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.blockedCycles::no_mshrs          631                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCauses::no_mshrs            9                       # number of times access was blocked (Count)
system.cpu0.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.icache.avgBlocked::no_mshrs     70.111111                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.writebacks::writebacks         2049                       # number of writebacks (Count)
system.cpu0.icache.writebacks::total             2049                       # number of writebacks (Count)
system.cpu0.icache.demandMshrHits::cpu0.inst          677                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.demandMshrHits::total          677                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.overallMshrHits::cpu0.inst          677                       # number of overall MSHR hits (Count)
system.cpu0.icache.overallMshrHits::total          677                       # number of overall MSHR hits (Count)
system.cpu0.icache.demandMshrMisses::cpu0.inst         2310                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.demandMshrMisses::total         2310                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::cpu0.inst         2310                       # number of overall MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::total         2310                       # number of overall MSHR misses (Count)
system.cpu0.icache.demandMshrMissLatency::cpu0.inst    146873000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissLatency::total    146873000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::cpu0.inst    146873000                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::total    146873000                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissRate::cpu0.inst     0.000453                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.demandMshrMissRate::total     0.000453                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::cpu0.inst     0.000453                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::total     0.000453                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.demandAvgMshrMissLatency::cpu0.inst 63581.385281                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.demandAvgMshrMissLatency::total 63581.385281                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency::cpu0.inst 63581.385281                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency::total 63581.385281                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.replacements                  2049                       # number of replacements (Count)
system.cpu0.icache.ReadReq.hits::cpu0.inst      5093367                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.hits::total        5093367                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.misses::cpu0.inst         2987                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.misses::total         2987                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.missLatency::cpu0.inst    181466000                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.missLatency::total    181466000                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.accesses::cpu0.inst      5096354                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.accesses::total      5096354                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.missRate::cpu0.inst     0.000586                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.missRate::total     0.000586                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMissLatency::cpu0.inst 60751.925008                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMissLatency::total 60751.925008                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.mshrHits::cpu0.inst          677                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrHits::total          677                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrMisses::cpu0.inst         2310                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMisses::total         2310                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMissLatency::cpu0.inst    146873000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissLatency::total    146873000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissRate::cpu0.inst     0.000453                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.mshrMissRate::total     0.000453                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMshrMissLatency::cpu0.inst 63581.385281                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMshrMissLatency::total 63581.385281                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.power_state.pwrStateResidencyTicks::UNDEFINED   8820704000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.icache.tags.tagsInUse          255.026827                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.icache.tags.totalRefs             5095676                       # Total number of references to valid blocks. (Count)
system.cpu0.icache.tags.sampledRefs              2309                       # Sample count of references to valid blocks. (Count)
system.cpu0.icache.tags.avgRefs           2206.875704                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.icache.tags.warmupTick              77000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.icache.tags.occupancies::cpu0.inst   255.026827                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.icache.tags.avgOccs::cpu0.inst     0.996199                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.avgOccs::total       0.996199                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.occupanciesTaskId::1024          256                       # Occupied blocks per task id (Count)
system.cpu0.icache.tags.ageTaskId_1024::0          128                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::1           77                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::3           51                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.icache.tags.tagAccesses          10195017                       # Number of tag accesses (Count)
system.cpu0.icache.tags.dataAccesses         10195017                       # Number of data accesses (Count)
system.cpu0.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   8820704000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu0.iew.squashCycles                   115791                       # Number of cycles IEW is squashing (Cycle)
system.cpu0.iew.blockCycles                   1042805                       # Number of cycles IEW is blocking (Cycle)
system.cpu0.iew.unblockCycles                  406204                       # Number of cycles IEW is unblocking (Cycle)
system.cpu0.iew.dispatchedInsts              52993320                       # Number of instructions dispatched to IQ (Count)
system.cpu0.iew.dispSquashedInsts               14878                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu0.iew.dispLoadInsts                 7775875                       # Number of dispatched load instructions (Count)
system.cpu0.iew.dispStoreInsts                4621145                       # Number of dispatched store instructions (Count)
system.cpu0.iew.dispNonSpecInsts                26077                       # Number of dispatched non-speculative instructions (Count)
system.cpu0.iew.iqFullEvents                   103356                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu0.iew.lsqFullEvents                  289103                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu0.iew.memOrderViolationEvents         12150                       # Number of memory order violations (Count)
system.cpu0.iew.predictedTakenIncorrect         59390                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu0.iew.predictedNotTakenIncorrect        51825                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu0.iew.branchMispredicts              111215                       # Number of branch mispredicts detected at execute (Count)
system.cpu0.iew.instsToCommit                51872535                       # Cumulative count of insts sent to commit (Count)
system.cpu0.iew.writebackCount               51796945                       # Cumulative count of insts written-back (Count)
system.cpu0.iew.producerInst                 34464690                       # Number of instructions producing a value (Count)
system.cpu0.iew.consumerInst                 52691876                       # Number of instructions consuming a value (Count)
system.cpu0.iew.wbRate                       2.936100                       # Insts written-back per cycle ((Count/Cycle))
system.cpu0.iew.wbFanout                     0.654080                       # Average fanout of values written-back ((Count/Count))
system.cpu0.interrupts.clk_domain.clock          8000                       # Clock period in ticks (Tick)
system.cpu0.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu0.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu0.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu0.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED   8820704000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu0.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu0.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu0.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu0.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   8820704000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.lsq0.forwLoads                    1769324                       # Number of loads that had data forwarded from stores (Count)
system.cpu0.lsq0.squashedLoads                 553513                       # Number of loads squashed (Count)
system.cpu0.lsq0.ignoredResponses                4696                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu0.lsq0.memOrderViolation              12150                       # Number of memory ordering violations (Count)
system.cpu0.lsq0.squashedStores                270416                       # Number of stores squashed (Count)
system.cpu0.lsq0.rescheduledLoads               15049                       # Number of loads that were rescheduled (Count)
system.cpu0.lsq0.blockedByCache                   380                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu0.lsq0.loadToUse::samples           7218716                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::mean             3.547150                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::stdev            9.048846                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::0-9               7174063     99.38%     99.38% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::10-19                2159      0.03%     99.41% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::20-29               11824      0.16%     99.58% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::30-39                 523      0.01%     99.58% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::40-49                 918      0.01%     99.60% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::50-59                 892      0.01%     99.61% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::60-69                 272      0.00%     99.61% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::70-79                 546      0.01%     99.62% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::80-89                2429      0.03%     99.65% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
